id,dataset,file_type,variable,dataset_var,entry_start_date,entry_end_date,temporal_resolution,units,aggregation,grid,file_grouping,security_level,path,documentation_notes,site_type
63,conus1_baseline_mod,C.pfb,infiltration,qflx_infl,,,hourly,mm/s,-,conus1,wy_hour,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/raw_outputs/clm_out/CONUS.{wy}.out.clm_output.{wy_hour:05d}.C.pfb,,
64,conus1_baseline_mod,C.pfb,swe,swe_out,,,hourly,mm,-,conus1,wy_hour,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/raw_outputs/clm_out/CONUS.{wy}.out.clm_output.{wy_hour:05d}.C.pfb,,
65,conus1_baseline_mod,C.pfb,ground_temp,t_grnd,,,hourly,K,-,conus1,wy_hour,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/raw_outputs/clm_out/CONUS.{wy}.out.clm_output.{wy_hour:05d}.C.pfb,,
66,conus1_baseline_mod,C.pfb,irrigation,qflx_qirr,,,hourly,mm/s,-,conus1,wy_hour,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/raw_outputs/clm_out/CONUS.{wy}.out.clm_output.{wy_hour:05d}.C.pfb,,
67,conus1_baseline_mod,C.pfb,soil_temp,tsoil,,,hourly,K,-,conus1,wy_hour,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/raw_outputs/clm_out/CONUS.{wy}.out.clm_output.{wy_hour:05d}.C.pfb,,
68,conus1_domain,pfmetadata,latitude,latitude,,,static,degrees_north,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
69,conus1_domain,pfmetadata,longitude,longitude,,,static,degrees_east,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
70,conus1_domain,pfmetadata,van_genuchten_n,van_genuchten_n,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
71,conus1_domain,pfmetadata,van_genuchten_alpha,van_genuchten_alpha,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
72,conus1_domain,pfmetadata,slope_x,slope_x,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
73,conus1_domain,pfmetadata,slope_y,slope_y,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
74,conus1_domain,pfmetadata,porosity,porosity,,,static,,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
75,conus1_domain,pfmetadata,permeability,permeability,,,static,m/h,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
76,conus1_domain,pfmetadata,drainage_area,drainage_area,,,static,km2,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
77,conus1_domain,pfmetadata,veg_type_IGBP,vegetation_type,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
78,conus1_domain,pfmetadata,topographic_index,topographic_index,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
79,conus1_domain,pfb,latitude,latitude,,,static,degrees_north,-,conus1,,1,/hydrodata/national_mapping/CONUS1/Latitude_CONUS1.pfb,,
80,conus1_domain,pfb,longitude,longitude,,,static,degrees_east,-,conus1,,1,/hydrodata/national_mapping/CONUS1/Longitude_CONUS1.pfb,,
81,conus1_domain,pfb,van_genuchten_n,van_genuchten_n,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/CONUS1_vgn_n.pfb,,
82,conus1_domain,pfb,van_genuchten_alpha,van_genuchten_alpha,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/CONUS1_vgn_alpha.pfb,,
83,conus1_domain,pfb,slope_x,slope_x,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/inputs/slopex.pfb,,
84,conus1_domain,pfb,slope_y,slope_y,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/inputs/slopey.pfb,,
85,conus1_domain,pfb,porosity,porosity,,,static,,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/CONUS1_porosity.pfb,,
86,conus1_domain,pfb,permeability,permeability,,,static,m/h,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/CONUS1_permeability.pfb,,
87,conus1_domain,pfb,drainage_area,drainage_area,,,static,km2,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/CONUS1_drainage_area.pfb,,
88,conus1_domain,pfb,veg_type_IGBP,vegetation_type,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/CONUS1_vegtype.pfb,,
89,conus1_domain,pfmetadata,topographic_index,topographic_index,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/static/conus1_parameters.pfmetadata,,
90,conus1_domain,pfb,pme,pme,,,static,m/h,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/inputs/PmE.flux.pfb,PmE that was used for CONUS1 steady state spinup,
91,conus1_domain,pftxt,elevation,elevation,,,static,m,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/inputs/CONUS.pitfill.txt,Processed surface elevaiton for every grid cell this is what was used to calculate the slopes,
92,conus1_domain,pftxt,stream_order,stream_order,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/other_domain_files/StreamOrder_pfFormat.txt,Stream orders are assigned for every subbasin. Headwaters and non-river cells are assigned a value of zero . The order for all other streams was determined by walking downstream from the headwater reaches. Streams are assigned the largest order possible (i.e. the longest route to get to them).,
93,conus1_domain,pfb,pf_indicator,pf_indicator,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/inputs/grid3d.v3.pfb,Indicator file for CONUS1 subsurface,
94,conus1_domain,pftxt,flow_direction_grass,flow_direction_grass,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/other_domain_files/flodir.interp_format.txt,"The flow directions for every grid cell determined by Grass (2=up, 4=left, 6=down, 8=right)",
95,conus1_domain,pftxt,stream_segments,stream_segments,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/other_domain_files/stream.interp_format.txt,The reach number for every stream. Pretty much the same as the subbasin file except only the river cells have values.  Numbers in this file correspond to subbasin numers.,
96,conus1_domain,pftxt,subbasins,subbasins,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/other_domain_files/watershed.interp_format.txt,"The ~30,000 subbasins that were derived from the grass processing.  The numbers in this file correspond to the basin numbers (note that basin numbers count by 2). The zero values represent areas along the edge of the domain not included in any subbasins",
97,conus1_domain,pftxt,aridity_index,aridity_index,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/other_domain_files/conus_short_Annual_Aridity.format.txt,The annual aridity index. precip/(precip-evap),
98,conus1_baseline_85,pftcl,parflow_run,parflow_run,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/run_scripts/5-layer.pfclm.baseline.spinup.tcl,Spinup script for Baseline 1985 runs,
99,conus1_baseline_85,pftcl,parflow_run,parflow_run,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/run_scripts/CONUS.5layer.pfclm.run4.out.pftcl,Run script for Baseline 1985 runs,
102,conus1_baseline_85,drv_clm,clm_run,clm_run,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/inputs/drv_clmin.startup.dat,clm driver file for starting from scratch,
103,conus1_baseline_85,vegm,clm_run,clm_run,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/inputs/drv_vegm.fixed.dat,,
104,conus1_baseline_85,vegp,clm_run,clm_run,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/inputs/drv_vegp.dat,,
105,conus1_baseline_mod,pftcl,parflow_run,parflow_run,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/run_scripts/CONUS_WY2003_2007_Cheyenne/CONUS.2003.tcl,tcl script for 2003-2005 ParFlow runs,
108,conus1_baseline_mod,drv_clm,clm_run,clm_run,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/run_scripts/CONUS_WY2003_2007_Cheyenne/drv_clmin.start.dat,clm driver file for starting from scratch,
109,conus1_baseline_mod,vegm,clm_run,clm_run,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/inputs/drv_vegm.fixed.dat,,
110,conus1_baseline_mod,vegp,clm_run,clm_run,,,static,-,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/inputs/drv_vegp.dat,,
111,conus1_domain,pfb,ss_pressure_head,press,,,static,m,-,conus1,,1,/hydrodata/PFCLM/CONUS1_baseline/run_scripts/CONUS_WY2003_2007_Cheyenne/press.in.pfb,steady state pressure used to initialize modern runs,
112,NLDAS2,pfb,precipitation,APCP,,,hourly,mm,-,conus1,wy_start_24hr,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/WY{wy}/NLDAS.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
113,NLDAS2,pfb,downward_longwave,DLWR,,,hourly,w/m2,-,conus1,wy_start_24hr,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/WY{wy}/NLDAS.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
114,NLDAS2,pfb,downward_shortwave,DSWR,,,hourly,w/m2,-,conus1,wy_start_24hr,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/WY{wy}/NLDAS.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
115,NLDAS2,pfb,specific_humidity,SPFH,,,hourly,kg/kg,-,conus1,wy_start_24hr,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/WY{wy}/NLDAS.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
116,NLDAS2,pfb,air_temp,Temp,,,hourly,K,-,conus1,wy_start_24hr,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/WY{wy}/NLDAS.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
117,NLDAS2,pfb,east_windspeed,UGRD,,,hourly,m/s,-,conus1,wy_start_24hr,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/WY{wy}/NLDAS.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
118,NLDAS2,pfb,north_windspeed,VGRD,,,hourly,m/s,-,conus1,wy_start_24hr,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/WY{wy}/NLDAS.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
119,NLDAS2,pfb,atmospheric_pressure,Press,,,hourly,pa,-,conus1,wy_start_24hr,1,/hydrodata/PFCLM/CONUS1_baseline/simulations/{wy}/WY{wy}/NLDAS.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
120,NLDAS2,pfmetadata,precipitation,APCP,,,daily,mm,sum,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
121,NLDAS2,pfmetadata,downward_longwave,DLWR,,,daily,w/m2,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
122,NLDAS2,pfmetadata,downward_shortwave,DSWR,,,daily,w/m2,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
123,NLDAS2,pfmetadata,specific_humidity,SPFH,,,daily,kg/kg,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
124,NLDAS2,pfmetadata,air_temp,Temp_min,,,daily,K,min,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
125,NLDAS2,pfmetadata,air_temp,Temp_max,,,daily,K,max,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
126,NLDAS2,pfmetadata,air_temp,Temp_mean,,,daily,K,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
127,NLDAS2,pfmetadata,east_windspeed,UGRD,,,daily,m/s,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
128,NLDAS2,pfmetadata,north_windspeed,VGRD,,,daily,m/s,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
129,NLDAS2,pfmetadata,atmospheric_pressure,Press_atmos,,,daily,pa,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
130,NLDAS2,pfb,precipitation,APCP,,,daily,mm,sum,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.APCP.daily.sum.{wy_daynum:03d}.pfb,,
131,NLDAS2,pfb,downward_longwave,DLWR,,,daily,w/m2,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.DLWR.daily.mean.{wy_daynum:03d}.pfb,,
132,NLDAS2,pfb,downward_shortwave,DSWR,,,daily,w/m2,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.DSWR.daily.mean.{wy_daynum:03d}.pfb,,
133,NLDAS2,pfb,specific_humidity,SPFH,,,daily,kg/kg,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.SPFH.daily.mean.{wy_daynum:03d}.pfb,,
134,NLDAS2,pfb,air_temp,Temp_min,,,daily,K,min,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.Temp.daily.min.{wy_daynum:03d}.pfb,,
135,NLDAS2,pfb,air_temp,Temp_max,,,daily,K,max,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.Temp.daily.max.{wy_daynum:03d}.pfb,,
136,NLDAS2,pfb,air_temp,Temp_mean,,,daily,K,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.Temp.daily.mean.{wy_daynum:03d}.pfb,,
137,NLDAS2,pfb,east_windspeed,UGRD,,,daily,m/s,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.UGRD.daily.mean.{wy_daynum:03d}.pfb,,
138,NLDAS2,pfb,north_windspeed,VGRD,,,daily,m/s,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.VGRD.daily.mean.{wy_daynum:03d}.pfb,,
139,NLDAS2,pfb,atmospheric_pressure,Press_atmos,,,daily,pa,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.Press.daily.mean.{wy_daynum:03d}.pfb,,
140,NLDAS2_85,pfmetadata,precipitation,APCP,,,daily,mm,sum,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
141,NLDAS2_85,pfmetadata,downward_longwave,DLWR,,,daily,w/m2,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
142,NLDAS2_85,pfmetadata,downward_shortwave,DSWR,,,daily,w/m2,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
143,NLDAS2_85,pfmetadata,specific_humidity,SPFH,,,daily,kg/kg,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
144,NLDAS2_85,pfmetadata,air_temp,Temp_min,,,daily,K,min,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
145,NLDAS2_85,pfmetadata,air_temp,Temp_max,,,daily,K,max,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
146,NLDAS2_85,pfmetadata,air_temp,Temp_mean,,,daily,K,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
147,NLDAS2_85,pfmetadata,east_windspeed,UGRD,,,daily,m/s,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
148,NLDAS2_85,pfmetadata,north_windspeed,VGRD,,,daily,m/s,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
149,NLDAS2_85,pfmetadata,atmospheric_pressure,Press_atmos,,,daily,pa,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/conus1_nldas_daily_{wy}.pfmetadata,,
150,NLDAS2_85,pfb,precipitation,APCP,,,daily,mm,sum,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.APCP.daily.sum.{wy_daynum:03d}.pfb,,
151,NLDAS2_85,pfb,downward_longwave,DLWR,,,daily,w/m2,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.DLWR.daily.mean.{wy_daynum:03d}.pfb,,
152,NLDAS2_85,pfb,downward_shortwave,DSWR,,,daily,w/m2,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.DSWR.daily.mean.{wy_daynum:03d}.pfb,,
153,NLDAS2_85,pfb,specific_humidity,SPFH,,,daily,kg/kg,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.SPFH.daily.mean.{wy_daynum:03d}.pfb,,
154,NLDAS2_85,pfb,air_temp,Temp_min,,,daily,K,min,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.Temp.daily.min.{wy_daynum:03d}.pfb,,
155,NLDAS2_85,pfb,air_temp,Temp_max,,,daily,K,max,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.Temp.daily.max.{wy_daynum:03d}.pfb,,
156,NLDAS2_85,pfb,air_temp,Temp_mean,,,daily,K,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.Temp.daily.mean.{wy_daynum:03d}.pfb,,
157,NLDAS2_85,pfb,east_windspeed,UGRD,,,daily,m/s,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.UGRD.daily.mean.{wy_daynum:03d}.pfb,,
158,NLDAS2_85,pfb,north_windspeed,VGRD,,,daily,m/s,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.VGRD.daily.mean.{wy_daynum:03d}.pfb,,
159,NLDAS2_85,pfb,atmospheric_pressure,Press_atmos,,,daily,pa,mean,conus1,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/daily/WY{wy}/NLDAS.Press.daily.mean.{wy_daynum:03d}.pfb,,
160,NLDAS2,pfb,air_temp,temperature,,,monthly_clim,K,mean,conus1,month,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/climatology/temperature_climatological_means_month_{month}.pfb,Need a note here about what time period the climatology represents,
161,NLDAS2,pfb,precipitation,precipitaiton,,,monthly_clim,mm,sum,conus1,month,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/climatology/precipitation_climatological_means_month_{month}.pfb,Need a note here about what time period the climatology represents,
162,NLDAS2,pfb,air_temp,temperature,,,annual_clim,K,mean,conus1,,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/climatology/temperature_annual_means.pfb,Need a note here about what time period the climatology represents,
163,NLDAS2,pfb,precipitation,precipitation,,,annual_clim,mm,sum,conus1,,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/climatology/precipitation_annual_means.pfb,Need a note here about what time period the climatology represents,
164,NLDAS2_85,pfb,precipitation,APCP,,,monthly,mm,sum,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/monthly/NLDAS.APCP.monthly.sum.WY{wy}.pfb,,
165,NLDAS2,pfb,air_temp,Temp_mean,,,monthly,K,mean,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/monthly/NLDAS.Temp.monthly.mean.WY{wy}.pfb,,
166,NLDAS2,pfb,precipitation,APCP,,,monthly,mm,sum,conus1,wy,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/monthly/NLDAS.APCP.monthly.sum.WY{wy}.pfb,,
167,CW3E,pfb,precipitation,APCP,,,hourly,mm,-,conus2,wy_start_24hr,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/hourly/WY{wy}/CW3E.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
168,CW3E,pfb,downward_longwave,DLWR,,,hourly,w/m2,-,conus2,wy_start_24hr,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/hourly/WY{wy}/CW3E.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
169,CW3E,pfb,downward_shortwave,DSWR,,,hourly,w/m2,-,conus2,wy_start_24hr,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/hourly/WY{wy}/CW3E.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
170,CW3E,pfb,specific_humidity,SPFH,,,hourly,kg/kg,-,conus2,wy_start_24hr,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/hourly/WY{wy}/CW3E.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
171,CW3E,pfb,air_temp,Temp,,,hourly,K,-,conus2,wy_start_24hr,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/hourly/WY{wy}/CW3E.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
172,CW3E,pfb,east_windspeed,UGRD,,,hourly,m/s,-,conus2,wy_start_24hr,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/hourly/WY{wy}/CW3E.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
173,CW3E,pfb,north_windspeed,VGRD,,,hourly,m/s,-,conus2,wy_start_24hr,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/hourly/WY{wy}/CW3E.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
174,CW3E,pfb,atmospheric_pressure,Press,,,hourly,pa,-,conus2,wy_start_24hr,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/hourly/WY{wy}/CW3E.{dataset_var}.{wy_start_24hr:06d}_to_{wy_end_24hr:06d}.pfb,,
175,CW3E,pfb,precipitation,APCP,,,daily,mm,sum,conus2,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/WY{wy}/CW3E.APCP.daily.sum.{wy_daynum:03d}.pfb,,
176,CW3E,pfb,downward_longwave,DLWR,,,daily,w/m2,mean,conus2,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/WY{wy}/CW3E.DLWR.daily.mean.{wy_daynum:03d}.pfb,,
177,CW3E,pfb,downward_shortwave,DSWR,,,daily,w/m2,mean,conus2,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/WY{wy}/CW3E.DSWR.daily.mean.{wy_daynum:03d}.pfb,,
178,CW3E,pfb,specific_humidity,SPFH,,,daily,kg/kg,mean,conus2,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/WY{wy}/CW3E.SPFH.daily.mean.{wy_daynum:03d}.pfb,,
179,CW3E,pfb,air_temp,Temp_min,,,daily,K,min,conus2,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/WY{wy}/CW3E.Temp.daily.min.{wy_daynum:03d}.pfb,,
180,CW3E,pfb,air_temp,Temp_max,,,daily,K,max,conus2,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/WY{wy}/CW3E.Temp.daily.max.{wy_daynum:03d}.pfb,,
181,CW3E,pfb,air_temp,Temp_mean,,,daily,K,mean,conus2,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/WY{wy}/CW3E.Temp.daily.mean.{wy_daynum:03d}.pfb,,
182,CW3E,pfb,east_windspeed,UGRD,,,daily,m/s,mean,conus2,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/WY{wy}/CW3E.UGRD.daily.mean.{wy_daynum:03d}.pfb,,
183,CW3E,pfb,north_windspeed,VGRD,,,daily,m/s,mean,conus2,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/WY{wy}/CW3E.VGRD.daily.mean.{wy_daynum:03d}.pfb,,
184,CW3E,pfb,atmospheric_pressure,Press_atmos,,,daily,pa,mean,conus2,wy_daynum,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/WY{wy}/CW3E.Press.daily.mean.{wy_daynum:03d}.pfb,,
185,CW3E,pfmetadata,precipitation,APCP,,,daily,mm,sum,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
186,CW3E,pfmetadata,downward_longwave,DLWR,,,daily,w/m2,mean,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
187,CW3E,pfmetadata,downward_shortwave,DSWR,,,daily,w/m2,mean,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
188,CW3E,pfmetadata,specific_humidity,SPFH,,,daily,kg/kg,mean,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
189,CW3E,pfmetadata,air_temp,Temp_min,,,daily,K,min,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
